{'title': '花椒之味', 'rate': '7.2', 'url': 'https://movie.douban.com/subject/26935296/'}
{'title': '黑衣人：全球追缉', 'rate': '5.6', 'url': 'https://movie.douban.com/subject/19971676/'}
{'title': '惊奇队长', 'rate': '6.9', 'url': 'https://movie.douban.com/subject/26213252/'}
{'title': '蜡笔小新：新婚旅行飓风之遗失的野原广志', 'rate': '8.3', 'url': 'https://movie.douban.com/subject/30394807/'}
{'title': '老千3：独眼杰克', 'rate': '6.3', 'url': 'https://movie.douban.com/subject/26665875/'}
{'title': '哥斯拉2：怪兽之王', 'rate': '6.3', 'url': 'https://movie.douban.com/subject/25890017/'}
{'title': '来电狂响', 'rate': '5.8', 'url': 'https://movie.douban.com/subject/30377703/'}
{'title': '王者天下', 'rate': '6.6', 'url': 'https://movie.douban.com/subject/27611498/'}
{'title': '驭风男孩', 'rate': '8.1', 'url': 'https://movie.douban.com/subject/27176742/'}
{'title': '最长一枪', 'rate': '6.1', 'url': 'https://movie.douban.com/subject/27002371/'}
{'title': '死寂逃亡', 'rate': '5.3', 'url': 'https://movie.douban.com/subject/27050133/'}
{'title': '老师·好', 'rate': '6.7', 'url': 'https://movie.douban.com/subject/27663742/'}
{'title': '“大”人物', 'rate': '6.5', 'url': 'https://movie.douban.com/subject/26816076/'}
{'title': '友情以上', 'rate': '6.4', 'url': 'https://movie.douban.com/subject/30299356/'}
{'title': '狂赌之渊 电影版', 'rate': '6.6', 'url': 'https://movie.douban.com/subject/30299309/'}
{'title': '巨鳄风暴', 'rate': '5.7', 'url': 'https://movie.douban.com/subject/30210700/'}
{'title': '阳台上', 'rate': '5.7', 'url': 'https://movie.douban.com/subject/27135473/'}
{'title': '胡桃夹子和四个王国', 'rate': '6.0', 'url': 'https://movie.douban.com/subject/26741061/'}
{'title': '昨日奇迹', 'rate': '6.5', 'url': 'https://movie.douban.com/subject/30165034/'}
{'title': '摇摆狂潮', 'rate': '8.2', 'url': 'https://movie.douban.com/subject/27042467/'}
{'title': '骡子', 'rate': '7.9', 'url': 'https://movie.douban.com/subject/30135113/'}
{'title': '痛苦与荣耀', 'rate': '8.6', 'url': 'https://movie.douban.com/subject/30198539/'}
{'title': '大黄蜂', 'rate': '7.0', 'url': 'https://movie.douban.com/subject/26394152/'}
{'title': '看不见的客人(意大利版)', 'rate': '9.1', 'url': 'https://movie.douban.com/subject/30384019/'}
{'title': '深夜食堂', 'rate': '5.1', 'url': 'https://movie.douban.com/subject/26868553/'}
{'title': '海市蜃楼', 'rate': '7.8', 'url': 'https://movie.douban.com/subject/30164448/'}
{'title': '哆啦A梦：大雄的月球探险记', 'rate': '7.4', 'url': 'https://movie.douban.com/subject/30249161/'}
{'title': '别告诉她', 'rate': '7.8', 'url': 'https://movie.douban.com/subject/30390144/'}
{'title': '小委托人', 'rate': '8.0', 'url': 'https://movie.douban.com/subject/33404726/'}
{'title': '再见，嘴唇', 'rate': '7.0', 'url': 'https://movie.douban.com/subject/30256006/'}
{'title': '新喜剧之王', 'rate': '5.7', 'url': 'https://movie.douban.com/subject/4840388/'}
{'title': '极限职业', 'rate': '7.7', 'url': 'https://movie.douban.com/subject/27597250/'}
{'title': '铤而走险', 'rate': '6.1', 'url': 'https://movie.douban.com/subject/30184555/'}
{'title': '你好，之华', 'rate': '6.7', 'url': 'https://movie.douban.com/subject/27615233/'}
{'title': '驯龙高手3', 'rate': '7.4', 'url': 'https://movie.douban.com/subject/19899707/'}
{'title': '鲨海逃生', 'rate': '5.6', 'url': 'https://movie.douban.com/subject/27186353/'}
{'title': '沦落人', 'rate': '8.2', 'url': 'https://movie.douban.com/subject/30140231/'}
{'title': '密室逃生', 'rate': '7.2', 'url': 'https://movie.douban.com/subject/27109679/'}
{'title': '扫毒2天地对决', 'rate': '6.0', 'url': 'https://movie.douban.com/subject/30171425/'}
{'title': '龙牌之谜', 'rate': '3.6', 'url': 'https://movie.douban.com/subject/26367602/'}
